id,playtime_forever,is_free,price,genres,categories,tags,purchase_date,release_date,total_positive_reviews,total_negative_reviews
220,9.683333333,FALSE,15999900,"Action,Adventure","Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Action,Female Protagonist,Third Person,Lara Croft,Singleplayer,Third-Person Shooter,Story Rich,Exploration,Multiplayer,Quick-Time Events,Atmospheric,Action-Adventure,Shooter,Stealth,Puzzle,Cinematic,Platformer,Masterpiece,RPG","Oct 2, 2017",4-Mar-13,77254,3407
221,31.98333333,FALSE,5000,"Indie,RPG","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","RPG,Turn-Based,Turn-Based Combat,Indie,Choices Matter,Post-apocalyptic,Story Rich,Tactical,Isometric,Fantasy,Singleplayer,CRPG,Alternate History,Difficult,Rome,Atmospheric,Dark Fantasy,Early Access,Adventure,Open World","Mar 3, 2017",14-Oct-15,1651,382
222,7.516666667,FALSE,18500,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Detective,Adventure,Story Rich,Mystery,Action,Crime,Puzzle,Open World,Singleplayer,Atmospheric,Third Person,Psychological Horror,Horror,Point & Click,Masterpiece,Thriller,Multiplayer,First-Person,Great Soundtrack,Casual","Mar 25, 2018",10-Jun-16,1849,644
223,0,FALSE,9500,Action,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","FPS,Story Rich,Action,Singleplayer,Steampunk,Atmospheric,Masterpiece,Shooter,First-Person,Alternate History,Beautiful,Adventure,Great Soundtrack,Dystopian,Sci-fi,Time Travel,Fantasy,Gore,Linear,RPG","Mar 28, 2018",25-Mar-13,58815,2879
224,0,FALSE,7000,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","Horror,First-Person,Atmospheric,Survival Horror,Gore,Survival,Psychological Horror,Singleplayer,Adventure,Action,Dark,Indie,Stealth,Nudity,Parkour,Difficult,Masterpiece,3D Vision,Walking Simulator,Sci-fi","Mar 28, 2018",4-Sep-13,30160,1226
225,3.033333333,TRUE,0,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Story Rich,Choices Matter,Great Soundtrack,Female Protagonist,Time Travel,Atmospheric,Episodic,Singleplayer,Adventure,Time Manipulation,Mystery,Multiple Endings,Third Person,Point & Click,Indie,Walking Simulator,Casual,Action,Memes,Masterpiece","Sep 21, 2016",29-Jan-15,86653,2667
226,4.766666667,FALSE,13800,"Action,Adventure,Indie,Massively Multiplayer,RPG","Single-player,Multi-player,MMO,Co-op,Steam Achievements,Full controller support,VR Support,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Survival,Open World,Dinosaurs,Multiplayer,Crafting,Building,Adventure,Base Building,Co-op,Action,First-Person,Sandbox,Early Access,Massively Multiplayer,Singleplayer,Dragons,RPG,Sci-fi,MMORPG,Indie","Jun 15, 2019",27-Aug-17,128486,53081
227,2.2,FALSE,9000,"Adventure,RPG","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","RPG,Story Rich,Choices Matter,Isometric,Dark Fantasy,CRPG,Adventure,Singleplayer,Fantasy,Villain Protagonist,Real-Time with Pause,Character Customization,Atmospheric,Great Soundtrack,Open World,Turn-Based,Strategy,Party-Based RPG,Female Protagonist,Action","Oct 27, 2017",10-Nov-16,4834,785
228,5.4,FALSE,11200,"Adventure,Indie,RPG,Strategy","Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","RPG,Turn-Based,Co-op,Fantasy,Adventure,Party-Based RPG,Story Rich,Strategy,Turn-Based Combat,Open World,Character Customization,Singleplayer,Isometric,CRPG,Local Co-Op,Multiplayer,Great Soundtrack,Split Screen,Turn-Based Strategy,Indie","Jun 28, 2017",27-Oct-15,9349,1100
229,0.083333333,FALSE,6800,"Action,Indie,Strategy","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Strategy,Indie,Action,2D,Physics,Sandbox,Pixel Graphics,Local Co-Op,Moddable,Sci-fi,Singleplayer,Difficult,Local Multiplayer,Platformer,Split Screen,Multiplayer,RTS,Replay Value,Zombies,4 Player Local","Feb 2, 2018",28-Sep-12,1132,284
230,5.033333333,FALSE,3600,"Action,RPG","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards","Comedy,Co-op,Action,Fantasy,Online Co-Op,Multiplayer,RPG,Magic,Adventure,Funny,Local Co-Op,4 Player Local,Indie,Local Multiplayer,Difficult,Singleplayer,Masterpiece,Team-Based,Action RPG,Arcade","Apr 10, 2017",25-Jan-11,12411,1334
231,0.25,FALSE,9500,"Adventure,Strategy","Single-player,Steam Achievements,Partial Controller Support","Detective,Crime,Open World,Noir,Adventure,Story Rich,Third Person,Mystery,Investigation,Cinematic,Singleplayer,Action,Atmospheric,Mature,Masterpiece,Nudity,Puzzle,Third-Person Shooter,Thriller,Strategy","Dec 17, 2017",8-Nov-11,11955,2020
232,0,FALSE,9000,"Adventure,Indie","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Steam Cloud","Adventure,Violent,Gore,Indie,VR,FPS,Multiplayer","Jun 27, 2019",12-Jul-18,244,99
233,0.016666667,FALSE,12700,"Action,RPG","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Zombies,Survival,Open World,Parkour,Co-op,Multiplayer,Action,First-Person,Horror,Gore,Survival Horror,Crafting,FPS,Adventure,Atmospheric,Singleplayer,Shooter,RPG,Stealth,Sandbox","Apr 16, 2018",26-Jan-15,68895,5453
234,5.383333333,TRUE,0,"Action,Adventure,Free to Play,RPG,Simulation",Single-player,"Space,Free to Play,Open World,Singleplayer,Sci-fi,Simulation,Adventure,2D,RPG,Action,Trading,Space Sim,Exploration,Sandbox,Indie,Strategy,Casual,Economy,Top-Down,Story Rich","Sep 21, 2016",30-Oct-15,76,5
235,0,FALSE,5000,"Action,Adventure,Indie","Single-player,SteamVR Collectibles","Action,Adventure,Dinosaurs,Indie,VR,Early Access","Apr 20, 2018",26-Feb-18,280,81
236,28.98333333,TRUE,0,"Action,Adventure,Indie,RPG,Simulation","Single-player,Steam Trading Cards,Steam Workshop,Partial Controller Support","Sandbox,Open World,Survival,Adventure,Crafting,RPG,Multiplayer,Exploration,Building,Sci-fi,Indie,Action,Co-op,Simulation,Early Access,Voxel,Singleplayer,Third Person,Action RPG,Massively Multiplayer","Oct 28, 2017",8-Nov-16,3159,1645
237,0,FALSE,6800,"Adventure,Indie,RPG,Strategy","Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor","RPG,Cyberpunk,Turn-Based,Story Rich,Strategy,Isometric,Indie,Adventure,Singleplayer,Turn-Based Tactics,CRPG,Kickstarter,Turn-Based Combat,Atmospheric,Sci-fi,Great Soundtrack,Tactical,Female Protagonist,Fantasy,Action","Jun 21, 2019",20-Aug-15,1656,300
238,0.65,FALSE,6800,"Indie,Simulation,Strategy","Single-player,Steam Achievements","City Builder,Strategy,Simulation,Survival,Indie,Singleplayer,Sandbox,Medieval,Relaxing,Resource Management,Economy,Building,Management,Open World,Difficult,Beautiful,Procedural Generation,Masterpiece,Historical,RTS","Jan 3, 2018",18-Feb-14,22228,2682
239,0,FALSE,3100,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie,Puzzle,Point & Click","Apr 21, 2018",14-Mar-17,50,5
240,0.216666667,FALSE,10000,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Point & Click,Puzzle,Singleplayer,Story Rich,2D,Classic,Retro,1990's,Fantasy","Nov 9, 2016",29-Aug-13,1159,121
241,0,FALSE,8800,"Indie,Simulation,Strategy","Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor","Strategy,RTS,God Game,Indie,Fantasy,Base Building,Management,Simulation,Sandbox,Villain Protagonist,Kickstarter,Dungeon Crawler,Funny,Singleplayer,Multiplayer,Dark Comedy,Building,Level Editor,Comedy,Early Access","May 18, 2019",2-Apr-15,3360,615
242,0,FALSE,3600,"Indie,Strategy",Single-player,"Hacking,Indie,Strategy,Singleplayer,Cyberpunk,Great Soundtrack,Simulation,Classic,Sci-fi,Real-Time with Pause,2D,Experimental,Atmospheric,Story Rich,Addictive,Rogue-like,Perma Death,Puzzle","Jun 21, 2018",23-Aug-06,1147,122
243,0,FALSE,9000,"Sexual Content,Nudity,Violent,Gore,Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Cloud","Horror,Psychological Horror,Survival Horror,First-Person,Gore,Singleplayer,Dark,Atmospheric,Violent,Survival,Mature,Action,Adventure,Story Rich,Nudity,Sexual Content,Parkour,Indie,FPS,Multiplayer","Mar 28, 2018",24-Apr-17,10303,1437
244,9.016666667,FALSE,5900,RPG,"Single-player,Steam Cloud","Open World,RPG,Fantasy,Singleplayer,Moddable,First-Person,Adventure,Exploration,Great Soundtrack,Action,Magic,Character Customization,Story Rich,Atmospheric,Sandbox,Medieval,Classic,Action RPG,Masterpiece,Third Person","Jan 9, 2018",16-Jun-09,11989,738
245,0.25,FALSE,26800,"Action,RPG","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Anime,JRPG,RPG,Female Protagonist,Story Rich,Fantasy,Action,Action RPG,Singleplayer,Open World,Adventure,Great Soundtrack,Hack and Slash,Cute,Sexual Content,Nudity,Local Co-Op,Multiplayer,Mature,Co-op","Jun 12, 2018",26-Jan-17,6414,437
246,0,FALSE,3600,RPG,Single-player,"RPG,Villain Protagonist,Fantasy,Singleplayer,Funny,Comedy,Third Person,Action,Magic,Adventure,Action RPG,Strategy,Dark Humor,Open World,Dark Fantasy,Action-Adventure,Masterpiece,Atmospheric,Puzzle,Multiplayer","Feb 28, 2018",24-Jun-09,1796,264
247,0,FALSE,6400,Action,"Single-player,Multi-player,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards","FPS,Action,Nudity,Shooter,Aliens,Singleplayer,Comedy,Sci-fi,Multiplayer,First-Person,Mature,Gore,Funny,Dark Humor,Classic,Adventure,Old School,Memes,Linear,Atmospheric","Jun 21, 2018",9-Jun-11,2460,1175
248,0,FALSE,13500,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Hack and Slash,Great Soundtrack,Spectacle fighter,Demons,Adventure,Third Person,Singleplayer,Character Action Game,Controller,Gore,Stylized,Atmospheric,Beat 'em up,Fast-Paced,Masterpiece,Comedy,Fantasy,Story Rich,Platformer","May 16, 2019",24-Jan-13,9066,562
249,0.166666667,FALSE,3400,"Action,Adventure,Casual","Single-player,Partial Controller Support","Action,Adventure,Casual,Space,VR,Survival,Futuristic,Sci-fi","Dec 1, 2017",16-Feb-17,42,58
250,5.116666667,FALSE,1900,"Animation & Modeling,Design & Illustration,Utilities","Steam Achievements,Steam Trading Cards,Steam Workshop,Includes level editor","Utilities,Software,Design & Illustration,Animation & Modeling,Anime,Sexual Content,Early Access,Mature,3D Vision,Memes,Cute,Funny,Sandbox,FPS,Casual,Singleplayer,Music,Shooter,Indie,Action","May 26, 2019",16-Nov-18,83914,2141
251,4.55,FALSE,6800,"Action,Indie,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Card Game,RPG,Singleplayer,Action,Rogue-like,Fantasy,Indie,Choose Your Own Adventure,Adventure,Action RPG,Third Person,Rogue-lite,Board Game,Difficult,Atmospheric,Hack and Slash,Beat 'em up,Dungeon Crawler,Masterpiece,Strategy","Oct 14, 2016",17-Feb-15,6224,616
252,3.116666667,FALSE,4700,"Action,Adventure,Casual,Indie","Single-player,Steam Achievements,Steam Trading Cards","Action,Adventure,Indie,Casual,Visual Novel,Female Protagonist,Martial Arts,Comic Book,Fighting,Story Rich,Fantasy,Great Soundtrack","Mar 17, 2018",8-Aug-17,175,25
253,0,FALSE,4800,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Puzzle,Sci-fi,Atmospheric,Indie,Space,Platformer,Puzzle-Platformer,Singleplayer,Adventure,Great Soundtrack,2D,Psychological Horror,Metroidvania,Exploration,Mystery,Story Rich,Action,Side Scroller,Difficult,Masterpiece","Jun 28, 2017",30-May-13,3697,218
254,0,FALSE,3100,"Adventure,Indie","Single-player,Steam Achievements,Steam Cloud","Adventure,Indie,Pixel Graphics,Great Soundtrack,Point & Click,Atmospheric,Female Protagonist,Singleplayer,Fantasy,Puzzle,Relaxing,Beautiful,2D,Casual,Music,Story Rich,Touch-Friendly,Exploration,Retro,Walking Simulator","Dec 21, 2018",16-Apr-12,922,243
255,0.416666667,FALSE,4800,"Action,Indie,RPG","Single-player,Local Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor","Rhythm,Rogue-like,Great Soundtrack,Pixel Graphics,Dungeon Crawler,Indie,Female Protagonist,Difficult,Music,Local Co-Op,RPG,Rogue-lite,2D,Action,Singleplayer,Procedural Generation,Co-op,Adventure,Fantasy,Retro","Sep 20, 2016",23-Apr-15,14164,537
256,0,FALSE,6800,Action,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,FPS,Shooter,World War II,Alternate History,Stealth,Singleplayer,First-Person,Gore,Zombies,Atmospheric,Story Rich,Adventure,War,Horror,Sci-fi,Blood,Multiplayer,Mature,Funny","Jul 27, 2019",4-May-15,5002,703
257,0.016666667,FALSE,5900,"Action,Indie,RPG","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards","Pirates,Naval,Action,Open World,RPG,Singleplayer,Third Person,Multiplayer,Historical,Indie,Atmospheric,Sailing,Great Soundtrack,Difficult,Replay Value,Swordplay,Action-Adventure,Perma Death,Sandbox,CRPG","Oct 19, 2017",22-Aug-16,901,365
258,2.716666667,FALSE,6800,"RPG,Strategy","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud","RPG,Classic,Fantasy,Isometric,Party-Based RPG,Dungeons & Dragons,Real-Time with Pause,Strategy,Story Rich,Masterpiece,CRPG,Singleplayer,Adventure,Old School,Character Customization,Magic,Multiplayer,Atmospheric,Remake,Romance","Feb 23, 2017",15-Nov-13,2682,415
259,0.033333333,FALSE,8800,"Action,Adventure","Single-player,Shared/Split Screen","Platformer,Local Co-Op,Adventure,Great Soundtrack,2D,Action,4 Player Local,Co-op,Controller,Funny,Local Multiplayer,Fast-Paced,Comedy,Side Scroller,Singleplayer,Masterpiece,Beautiful,Music,Family Friendly,Difficult","Mar 22, 2018",29-Aug-13,2816,251
260,3.166666667,FALSE,3800,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Female Protagonist,Noir,Puzzle,Platformer,Indie,Adventure,Atmospheric,Singleplayer,Great Soundtrack,Third Person,Short,Story Rich,Detective,Mystery,Puzzle-Platformer,3D Platformer,Masterpiece,Casual,Fantasy,3D Vision","Dec 8, 2017",15-Nov-13,3175,335
261,0,FALSE,11200,"Action,RPG,Strategy","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Strategy,RPG,Dragons,Fantasy,Political,Action,RTS,Singleplayer,Steampunk,Turn-Based,Choices Matter,Real-Time with Pause,Story Rich,Multiplayer,Comedy,Co-op,Masterpiece,Great Soundtrack,Romance","May 3, 2019",6-Aug-13,970,357
262,0,FALSE,6800,Adventure,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Puzzle,First-Person,Female Protagonist,Space,Sci-fi,Adventure,Singleplayer,Atmospheric,Great Soundtrack,Story Rich,Short,Psychological Horror,Artificial Intelligence,Philisophical,Horror,Robots","Sep 6, 2018",30-Aug-16,2418,384
263,1.016666667,FALSE,19900,Strategy,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Remote Play on Tablet","Strategy,Turn-Based Strategy,Historical,Multiplayer,Singleplayer,Turn-Based,4X,Grand Strategy,Simulation,War,Tactical,Great Soundtrack,Moddable,City Builder,Online Co-Op,Co-op,Building,Management,Hex Grid,Atmospheric","Feb 13, 2019",20-Oct-16,29827,12856
264,0,FALSE,6800,"Action,Indie,Strategy","Single-player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor","Tower Defense,Strategy,Action,Indie,Co-op,Shooter,Local Co-Op,Singleplayer,Twin Stick Shooter,Destruction,Top-Down Shooter,Aliens,Futuristic,Isometric,Controller,Sci-fi,Replay Value,Difficult,Top-Down,Villain Protagonist","Sep 1, 2018",30-Aug-17,800,68
265,0.1,FALSE,3600,"Action,Indie,RPG","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support","Rogue-like,Indie,Platformer,Action,Pixel Graphics,Great Soundtrack,Online Co-Op,Difficult,Perma Death,Co-op,2D,Local Co-Op,Rogue-lite,Multiplayer,Singleplayer,Addictive,RPG,Replay Value,Survival,Sci-fi","Jun 28, 2017",8-Nov-13,16165,1121
266,5.116666667,TRUE,0,"Action,Free to Play,Indie","Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Includes level editor","Free to Play,Multiplayer,2D,Action,Platformer,Shooter,Side Scroller,Indie,Co-op,Arena Shooter,Funny,Level Editor,Massively Multiplayer,Cute,PvP,Adventure,Online Co-Op,Team-Based,Strategy,Controller","Sep 12, 2015",24-Aug-15,61,7
267,0.133333333,FALSE,8800,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Puzzle,Exploration,Mystery,First-Person,Surreal,VR,Indie,Walking Simulator,Atmospheric,Open World,Casual,Nonlinear,Singleplayer,Story Rich,Choices Matter,Sci-fi,FMV,Point & Click,Survival","Oct 25, 2017",24-Aug-16,1337,383
268,0.916666667,FALSE,6800,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Story Rich,Atmospheric,Walking Simulator,Adventure,First-Person,Exploration,Mystery,Female Protagonist,Great Soundtrack,Singleplayer,Indie,Short,Narration,Dark,Drama,Horror,Visual Novel,Psychological Horror,Puzzle,Lovecraftian","Dec 8, 2017",24-Apr-17,10999,546
269,78.7,FALSE,9800,"Action,Adventure,Massively Multiplayer","Multi-player,Online Multi-Player,Stats","Survival,Shooter,Multiplayer,Battle Royale,FPS,PvP,Third-Person Shooter,Action,Online Co-Op,Tactical,Co-op,First-Person,Early Access,Strategy,Competitive,Third Person,Team-Based,Difficult,Simulation,Stealth","Aug 6, 2017",21-Dec-17,440902,436046
270,1.766666667,FALSE,10300,"Indie,Simulation,Strategy","Single-player,Steam Workshop,Steam Cloud","Base Building,Survival,Strategy,Sandbox,Management,Building,Simulation,Singleplayer,Open World,Sci-fi,Crafting,Moddable,2D,Indie,Atmospheric,Great Soundtrack,Space,Early Access,Action,Pixel Graphics","Oct 2, 2017",17-Oct-18,36004,820
271,0,FALSE,13800,Adventure,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Visual Novel,Mystery,Story Rich,FMV,Great Soundtrack","Aug 11, 2019",4-Sep-18,204,6
272,0,FALSE,2200,"Indie,Simulation,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Strategy,Pixel Graphics,Survival,2D,Medieval,Tower Defense,Indie,Singleplayer,Side Scroller,Resource Management,Great Soundtrack,City Builder,Simulation,Rogue-like,Casual,Atmospheric,Adventure,Difficult,Action,Female Protagonist","Apr 11, 2017",21-Oct-15,3567,563
273,0,FALSE,3200,"Indie,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Strategy,Indie,Card Game,World War II,War,Military,Turn-Based Strategy,Turn-Based,Tactical,Singleplayer,Historical,Alternate History,Turn-Based Combat,Turn-Based Tactics,Early Access","Aug 6, 2018",11-May-18,181,99
274,0,FALSE,1500,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards","Puzzle,Indie,Adventure,Psychological Horror,Point & Click,Hidden Object,Horror,Story Rich,Singleplayer,Dark,Atmospheric,2D,Mystery,Gore,Casual","Apr 24, 2018",20-Oct-16,1832,82
275,113.8,FALSE,2400,"Adventure,Indie,Simulation","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Full controller support,Steam Trading Cards,Steam Workshop","Survival,Multiplayer,Co-op,Open World,Adventure,Crafting,Online Co-Op,Sandbox,Difficult,Indie,2D,Funny,Atmospheric,Survival Horror,Strategy,Singleplayer,Horror,Action,Rogue-like,Simulation","Jan 15, 2017",21-Apr-16,75828,2911
276,1.35,FALSE,4800,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Zombies,Platformer,Indie,Action,Post-apocalyptic,Adventure,Atmospheric,Side Scroller,Singleplayer,Parkour,2D,Survival,Horror,2.5D,Puzzle,Great Soundtrack,Controller,Story Rich,Short,Masterpiece","Jun 28, 2017",25-Oct-12,6607,1674
277,0,FALSE,1100,"Casual,Indie",Single-player,"Indie,Casual,VR","Mar 28, 2018",17-Dec-17,39,9
278,0,FALSE,19000,Strategy,"Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Strategy,Turn-Based,Tactical,Turn-Based Strategy,Aliens,Sci-fi,Turn-Based Tactics,Character Customization,Singleplayer,Difficult,Multiplayer,Moddable,RPG,Futuristic,Action,Perma Death,Atmospheric,Great Soundtrack,Masterpiece,Co-op","Aug 7, 2019",4-Feb-16,21211,4645
279,0,FALSE,10000,Action,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Sci-fi,Third-Person Shooter,Singleplayer,Fast-Paced,Shooter,Third Person,Futuristic,Bullet Time,Mechs,Arcade,Robots,Great Soundtrack,Classic,Cyberpunk,Character Action Game,Hack and Slash,Story Rich,Adventure,Difficult","Oct 29, 2018",25-May-17,2470,316
280,1.366666667,FALSE,5900,"Action,Indie","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop","Action,Tactical,Shooter,Top-Down,Multiplayer,Co-op,War,Open World,Military,Indie,Strategy,Singleplayer,Sandbox,RPG,RTS,Simulation,Massively Multiplayer,Survival,Isometric,Adventure","Jan 23, 2017",2-Apr-15,4736,661
281,0.233333333,FALSE,9900,"Casual,Indie,RPG,Simulation","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats","Philisophical,Relaxing,Casual,Simulation,Sandbox,Open World,Indie,Exploration,Atmospheric,Singleplayer,Funny,God Game,Experimental,Great Soundtrack,Experience,Walking Simulator,Family Friendly,Procedural Generation,Adventure,RPG","Mar 22, 2018",21-Apr-17,1686,326
282,0,FALSE,6800,Action,"Single-player,Online Multi-Player,Online Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support","Medieval,Action,Swordplay,Multiplayer,PvP,Fighting,Third Person,War,Co-op,Gore,Singleplayer,Online Co-Op,Hack and Slash,Realistic,Strategy,Atmospheric,RPG,Fantasy,MOBA,Story Rich","Aug 25, 2018",13-Feb-17,21158,16764
283,1.083333333,TRUE,0,"Action,Adventure,Free to Play,Massively Multiplayer","Multi-player,Online Multi-Player,In-App Purchases","Survival,Massively Multiplayer,Multiplayer,Open World,PvP,FPS,Battle Royale,Action,Shooter,Third-Person Shooter,Free to Play,Zombies,Early Access,Co-op,Online Co-Op,Adventure,First-Person,Violent,Gore,Walking Simulator","Aug 11, 2017",28-Feb-18,82806,65127
284,0,FALSE,3700,"Adventure,Indie,Simulation","Single-player,Steam Achievements,Steam Trading Cards","Detective,FMV,Indie,Story Rich,Female Protagonist,Mystery,Realistic,Singleplayer,Adventure,Puzzle,Simulation,Crime,Experimental,Casual,Visual Novel,Point & Click,Short,Horror,Psychological Horror,Interactive Fiction","Sep 23, 2017",24-Jun-15,3775,413
285,0.733333333,FALSE,6200,"Action,Indie","Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards","Platformer,Action,FPS,Indie,Difficult,Parkour,Puzzle,Sci-fi,3D Platformer,First-Person,Great Soundtrack,Fast-Paced,Singleplayer,Shooter,Atmospheric,Puzzle-Platformer,Cyberpunk","Jun 28, 2017",17-Oct-14,1171,187
286,0,FALSE,3600,Strategy,"Single-player,Steam Trading Cards,Steam Cloud","Strategy,Tower Defense,Fantasy","Jun 12, 2018",14-Jun-11,98,137
287,0.283333333,FALSE,3900,"Adventure,Casual,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Point & Click,Dark Fantasy,Adventure,Dark,Puzzle,Indie,Atmospheric,Horror,Great Soundtrack,2D,Fantasy,Story Rich,Choices Matter,Singleplayer,Gore,Casual,Gothic,Psychedelic,Design & Illustration,Classic","Nov 18, 2018",4-Mar-15,1697,116
288,0,FALSE,6400,"Action,RPG","Single-player,Partial Controller Support","FPS,Atmospheric,Action,Story Rich,Singleplayer,Horror,Steampunk,First-Person,Shooter,Masterpiece,RPG,Sci-fi,Classic,Adventure,Dystopian,Underwater,Political,Dark,Great Soundtrack,Alternate History","Mar 28, 2018",21-Aug-07,15087,932
289,0,FALSE,16800,"Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards","Strategy,City Builder,Simulation,Futuristic,Sci-fi,Economy,Singleplayer,Space,Management,Resource Management,RTS,Building,Multiplayer,Great Soundtrack,Sandbox,Casual,4X,Base Building,Illuminati,Masterpiece","Mar 22, 2018",2-Nov-15,2217,1243
290,0.616666667,FALSE,3700,"Adventure,Indie,Simulation","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Choices Matter,Dystopian,Story Rich,Singleplayer,Detective,Indie,Interactive Fiction,Politics,Hacking,Political,Simulation,Atmospheric,Mouse only,Episodic,Adventure,Visual Novel,Great Soundtrack,Point & Click,Mystery,Cyberpunk","Dec 8, 2017",27-Oct-16,3878,332
291,0,FALSE,4800,"Action,Adventure,RPG","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Survival,Zombies,Crafting,Action,Co-op,Multiplayer,RPG,Online Co-Op,Local Co-Op,Adventure,Survival Horror,Hack and Slash,Open World,Post-apocalyptic,Singleplayer,Third Person,Gore,Comedy,Indie,Funny","Feb 16, 2018",29-Aug-14,10809,2301
292,0,FALSE,2999,"Indie,Simulation,Strategy","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats","Strategy,RTS,Sci-fi,Multiplayer,Singleplayer,Indie,Simulation,Futuristic,Benchmark,Great Soundtrack,Replay Value,Space,Co-op,Real Time Tactics,Base Building,Tactical,War,Action,Real-Time with Pause,Military","May 5, 2018",10-Nov-16,1186,330
